?cls	?xref
<http://purl.obolibrary.org/obo/ZFA_0005297>	"TAO:0005297"
<http://purl.obolibrary.org/obo/ZFA_0000115>	"TAO:0000115"
<http://purl.obolibrary.org/obo/ZFA_0000561>	"TAO:0000561"
<http://purl.obolibrary.org/obo/ZFA_0001264>	"TAO:0001264"
<http://purl.obolibrary.org/obo/ZFA_0009098>	"TAO:0009098"
<http://purl.obolibrary.org/obo/ZFA_0009098>	"CL:0000165"
<http://purl.obolibrary.org/obo/ZFA_0007066>	"TAO:0007066"
<http://purl.obolibrary.org/obo/ZFA_0005399>	"TAO:0001769"
<http://purl.obolibrary.org/obo/ZFA_0001335>	"TAO:0001335"
<http://purl.obolibrary.org/obo/ZFA_0005505>	"TAO:0002054"
<http://purl.obolibrary.org/obo/ZFA_0001127>	"TAO:0001127"
<http://purl.obolibrary.org/obo/ZFA_0007122>	"CL:1000428"
<http://purl.obolibrary.org/obo/ZFA_0001007>	"TAO:0001007"
<http://purl.obolibrary.org/obo/ZFA_0000072>	"TAO:0000072"
<http://purl.obolibrary.org/obo/ZFA_0000782>	"TAO:0000782"
<http://purl.obolibrary.org/obo/ZFA_0005408>	"TAO:0001938"
<http://purl.obolibrary.org/obo/ZFA_0001556>	"TAO:0001556"
<http://purl.obolibrary.org/obo/ZFA_0000108>	"TAO:0000108"
<http://purl.obolibrary.org/obo/ZFA_0009232>	"CL:0000507"
<http://purl.obolibrary.org/obo/ZFA_0009232>	"TAO:0009232"
<http://purl.obolibrary.org/obo/ZFA_0001084>	"TAO:0001084"
<http://purl.obolibrary.org/obo/ZFA_0001500>	"TAO:0001500"
<http://purl.obolibrary.org/obo/ZFA_0000030>	"TAO:0000030"
<http://purl.obolibrary.org/obo/ZFA_0000886>	"TAO:0000886"
<http://purl.obolibrary.org/obo/ZFA_0001194>	"TAO:0001194"
<http://purl.obolibrary.org/obo/ZFA_0001250>	"TAO:0001250"
<http://purl.obolibrary.org/obo/ZFA_0007052>	"TAO:0007052"
<http://purl.obolibrary.org/obo/ZFA_0005128>	"TAO:0005128"
<http://purl.obolibrary.org/obo/ZFA_0000492>	"TAO:0000492"
<http://purl.obolibrary.org/obo/ZFA_0001113>	"TAO:0001113"
<http://purl.obolibrary.org/obo/ZFA_0001360>	"TAO:0001360"
<http://purl.obolibrary.org/obo/ZFA_0009343>	"TAO:0009343"
<http://purl.obolibrary.org/obo/ZFA_0009343>	"CL:0000816"
<http://purl.obolibrary.org/obo/ZFA_0005873>	"CL:0008025"
<http://purl.obolibrary.org/obo/ZFA_0009357>	"CL:0000842"
<http://purl.obolibrary.org/obo/ZFA_0009357>	"TAO:0009357"
<http://purl.obolibrary.org/obo/ZFA_0005238>	"TAO:0005238"
<http://purl.obolibrary.org/obo/ZFA_0005238>	"CL:0000648"
<http://purl.obolibrary.org/obo/ZFA_0005172>	"TAO:0005172"
<http://purl.obolibrary.org/obo/ZFA_0001376>	"TAO:0001376"
<http://purl.obolibrary.org/obo/ZFA_0001452>	"TAO:0001452"
<http://purl.obolibrary.org/obo/ZFA_0000226>	"TAO:0000226"
<http://purl.obolibrary.org/obo/ZFA_0005282>	"TAO:0002153"
<http://purl.obolibrary.org/obo/ZFA_0009225>	"CL:0000498"
<http://purl.obolibrary.org/obo/ZFA_0009225>	"TAO:0009225"
<http://purl.obolibrary.org/obo/ZFA_0001721>	"TAO:0002229"
<http://purl.obolibrary.org/obo/ZFA_0001659>	"TAO:0002191"
<http://purl.obolibrary.org/obo/ZFA_0000941>	"TAO:0000941"
<http://purl.obolibrary.org/obo/ZFA_0000280>	"TAO:0000280"
<http://purl.obolibrary.org/obo/ZFA_0000511>	"TAO:0000511"
<http://purl.obolibrary.org/obo/ZFA_0005130>	"TAO:0005130"
<http://purl.obolibrary.org/obo/ZFA_0000525>	"TAO:0000525"
<http://purl.obolibrary.org/obo/ZFA_0000847>	"TAO:0000847"
<http://purl.obolibrary.org/obo/ZFA_0000390>	"TAO:0000390"
<http://purl.obolibrary.org/obo/ZFA_0001070>	"TAO:0001070"
<http://purl.obolibrary.org/obo/ZFS_0000018>	"ZFIN:ZDB-TERM-100331-2448"
<http://purl.obolibrary.org/obo/ZFS_0000018>	"ZFIN:ZDB-STAGE-010723-3"
<http://purl.obolibrary.org/obo/ZFA_0005240>	"TAO:0005240"
<http://purl.obolibrary.org/obo/ZFA_0005240>	"CL:0005007"
<http://purl.obolibrary.org/obo/ZFA_0000519>	"TAO:0000519"
<http://purl.obolibrary.org/obo/ZFA_0001180>	"TAO:0001180"
<http://purl.obolibrary.org/obo/ZFA_0000939>	"TAO:0000939"
<http://purl.obolibrary.org/obo/ZFA_0000788>	"TAO:0000788"
<http://purl.obolibrary.org/obo/ZFA_0001431>	"TAO:0001431"
<http://purl.obolibrary.org/obo/ZFA_0005344>	"TAO:0005344"
<http://purl.obolibrary.org/obo/ZFA_0001015>	"TAO:0001015"
<http://purl.obolibrary.org/obo/ZFA_0000046>	"TAO:0000046"
<http://purl.obolibrary.org/obo/ZFA_0000954>	"TAO:0000954"
<http://purl.obolibrary.org/obo/ZFA_0000293>	"TAO:0000293"
<http://purl.obolibrary.org/obo/ZFA_0001541>	"TAO:0001541"
<http://purl.obolibrary.org/obo/ZFA_0005143>	"TAO:0005143"
<http://purl.obolibrary.org/obo/ZFA_0000156>	"TAO:0000156"
<http://purl.obolibrary.org/obo/ZFA_0000504>	"TAO:0000504"
<http://purl.obolibrary.org/obo/ZFA_0000329>	"TAO:0000329"
<http://purl.obolibrary.org/obo/ZFA_0001291>	"TAO:0001291"
<http://purl.obolibrary.org/obo/ZFA_0009140>	"CL:0000234"
<http://purl.obolibrary.org/obo/ZFA_0009140>	"TAO:0009140"
<http://purl.obolibrary.org/obo/ZFA_0005426>	"TAO:0001737"
<http://purl.obolibrary.org/obo/ZFA_0000871>	"TAO:0000871"
<http://purl.obolibrary.org/obo/ZFA_0000439>	"TAO:0000439"
<http://purl.obolibrary.org/obo/ZFA_0005011>	"TAO:0005011"
<http://purl.obolibrary.org/obo/ZFA_0000614>	"TAO:0000614"
<http://purl.obolibrary.org/obo/ZFA_0001119>	"TAO:0001119"
<http://purl.obolibrary.org/obo/ZFA_0009349>	"TAO:0009349"
<http://purl.obolibrary.org/obo/ZFA_0009349>	"CL:0000826"
<http://purl.obolibrary.org/obo/ZFA_0001645>	"TAO:0001669"
<http://purl.obolibrary.org/obo/ZFA_0005060>	"TAO:0005060"
<http://purl.obolibrary.org/obo/ZFA_0009250>	"TAO:0009250"
<http://purl.obolibrary.org/obo/ZFA_0009250>	"CL:0000542"
<http://purl.obolibrary.org/obo/ZFA_0001173>	"TAO:0001173"
<http://purl.obolibrary.org/obo/ZFA_0001444>	"TAO:0001444"
<http://purl.obolibrary.org/obo/ZFA_0007016>	"TAO:0007016"
<http://purl.obolibrary.org/obo/ZFA_0009266>	"TAO:0009266"
<http://purl.obolibrary.org/obo/ZFA_0009266>	"CL:0000580"
<http://purl.obolibrary.org/obo/ZFA_0000894>	"TAO:0000894"
<http://purl.obolibrary.org/obo/ZFA_0009075>	"CL:0000127"
<http://purl.obolibrary.org/obo/ZFA_0009075>	"TAO:0009075"
<http://purl.obolibrary.org/obo/ZFA_0000925>	"TAO:0000925"
<http://purl.obolibrary.org/obo/ZFA_0000774>	"TAO:0000774"
<http://purl.obolibrary.org/obo/ZFA_0005608>	"TAO:0005255"
<http://purl.obolibrary.org/obo/ZFA_0005393>	"TAO:0001629"
<http://purl.obolibrary.org/obo/ZFA_0000566>	"TAO:0000566"
<http://purl.obolibrary.org/obo/ZFA_0000211>	"TAO:0000211"
<http://purl.obolibrary.org/obo/ZFA_0001131>	"TAO:0001131"
<http://purl.obolibrary.org/obo/ZFA_0005136>	"TAO:0005136"
<http://purl.obolibrary.org/obo/ZFA_0009361>	"TAO:0009361"
<http://purl.obolibrary.org/obo/ZFA_0009361>	"TAO:0009192"
<http://purl.obolibrary.org/obo/ZFA_0009361>	"CL:0000850"
<http://purl.obolibrary.org/obo/ZFA_0001402>	"TAO:0001402"
<http://purl.obolibrary.org/obo/ZFA_0001597>	"TAO:0000348"
<http://purl.obolibrary.org/obo/ZFA_0000149>	"TAO:0000149"
<http://purl.obolibrary.org/obo/ZFA_0001001>	"TAO:0001001"
<http://purl.obolibrary.org/obo/ZFA_0005246>	"TAO:0005246"
<http://purl.obolibrary.org/obo/ZFA_0009016>	"TAO:0009016"
<http://purl.obolibrary.org/obo/ZFA_0009016>	"CL:0000039"
<http://purl.obolibrary.org/obo/ZFA_0005772>	"CL:00000365"
<http://purl.obolibrary.org/obo/ZFA_0001394>	"TAO:0001394"
<http://purl.obolibrary.org/obo/ZFA_0009169>	"TAO:0009169"
<http://purl.obolibrary.org/obo/ZFA_0009169>	"CL:0000339"
<http://purl.obolibrary.org/obo/ZFA_0000732>	"TAO:0000732"
<http://purl.obolibrary.org/obo/ZFA_0001606>	"TAO:0001598"
<http://purl.obolibrary.org/obo/ZFA_0001679>	"TAO:0002205"
<http://purl.obolibrary.org/obo/ZFA_0009279>	"TAO:0009279"
<http://purl.obolibrary.org/obo/ZFA_0009279>	"CL:0000632"
<http://purl.obolibrary.org/obo/ZFA_0005412>	"TAO:0005412"
<http://purl.obolibrary.org/obo/ZFA_0001034>	"TAO:0001034"
<http://purl.obolibrary.org/obo/ZFA_0000469>	"TAO:0000469"
<http://purl.obolibrary.org/obo/ZFA_0007009>	"TAO:0007009"
<http://purl.obolibrary.org/obo/ZFA_0000995>	"TAO:0000995"
<http://purl.obolibrary.org/obo/ZFA_0001550>	"TAO:0001550"
<http://purl.obolibrary.org/obo/ZFA_0000102>	"TAO:0000102"
<http://purl.obolibrary.org/obo/ZFA_0009127>	"CL:0000210"
<http://purl.obolibrary.org/obo/ZFA_0009127>	"TAO:0009127"
<http://purl.obolibrary.org/obo/ZFA_0005428>	"TAO:0002025"
<http://purl.obolibrary.org/obo/ZFA_0001297>	"TAO:0001297"
<http://purl.obolibrary.org/obo/ZFA_0000031>	"TAO:0000031"
<http://purl.obolibrary.org/obo/ZFA_0009181>	"TAO:0009181"
<http://purl.obolibrary.org/obo/ZFA_0009181>	"CL:0000359"
<http://purl.obolibrary.org/obo/ZFA_0001222>	"TAO:0001222"
<http://purl.obolibrary.org/obo/ZFA_0000880>	"TAO:0000880"
<http://purl.obolibrary.org/obo/ZFA_0005538>	"TAO:0001879"
<http://purl.obolibrary.org/obo/ZFA_0001236>	"TAO:0001236"
<http://purl.obolibrary.org/obo/ZFA_0000623>	"TAO:0000623"
<http://purl.obolibrary.org/obo/ZFA_0005066>	"TAO:0005066"
<http://purl.obolibrary.org/obo/ZFA_0009291>	"CL:0000680"
<http://purl.obolibrary.org/obo/ZFA_0009291>	"TAO:0009291"
<http://purl.obolibrary.org/obo/ZFA_0009009>	"CL:0000029"
<http://purl.obolibrary.org/obo/ZFA_0009009>	"TAO:0009009"
<http://purl.obolibrary.org/obo/ZFA_0001505>	"TAO:0001505"
<http://purl.obolibrary.org/obo/ZFA_0000552>	"TAO:0000552"
<http://purl.obolibrary.org/obo/ZFA_0005122>	"TAO:0005122"
<http://purl.obolibrary.org/obo/ZFA_0000725>	"TAO:0000725"
<http://purl.obolibrary.org/obo/ZFA_0000064>	"TAO:0000064"
<http://purl.obolibrary.org/obo/ZFA_0001104>	"TAO:0001104"
<http://purl.obolibrary.org/obo/ZFA_0005171>	"TAO:0005171"
<http://purl.obolibrary.org/obo/ZFA_0001499>	"TAO:0001499"
<http://purl.obolibrary.org/obo/ZFA_0009334>	"TAO:0009334"
<http://purl.obolibrary.org/obo/ZFA_0009334>	"CL:0000788"
<http://purl.obolibrary.org/obo/ZFA_0005232>	"TAO:0005232"
<http://purl.obolibrary.org/obo/ZFA_0000835>	"TAO:0000835"
<http://purl.obolibrary.org/obo/ZFA_0000174>	"TAO:0000174"
<http://purl.obolibrary.org/obo/ZFA_0009084>	"CL:0000138"
<http://purl.obolibrary.org/obo/ZFA_0009084>	"TAO:0009084"
<http://purl.obolibrary.org/obo/ZFA_0000988>	"TAO:0000988"
<http://purl.obolibrary.org/obo/ZFA_0001665>	"TAO:0002209"
<http://purl.obolibrary.org/obo/ZFA_0000217>	"TAO:0000217"
<http://purl.obolibrary.org/obo/ZFA_0000220>	"TAO:0000220"
<http://purl.obolibrary.org/obo/ZFA_0009194>	"TAO:0009194"
<http://purl.obolibrary.org/obo/ZFA_0009194>	"CL:0000406"
<http://purl.obolibrary.org/obo/ZFA_0005495>	"TAO:0001951"
<http://purl.obolibrary.org/obo/ZFA_0001472>	"TAO:0001472"
<http://purl.obolibrary.org/obo/ZFA_0001653>	"TAO:0002221"
<http://purl.obolibrary.org/obo/ZFA_0001215>	"TAO:0001215"
<http://purl.obolibrary.org/obo/ZFA_0001582>	"TAO:0001582"
<http://purl.obolibrary.org/obo/ZFA_0000077>	"TAO:0000077"
<http://purl.obolibrary.org/obo/ZFA_0001325>	"TAO:0001325"
<http://purl.obolibrary.org/obo/ZFS_0000012>	"ZFIN:ZDB-TERM-100331-2442"
<http://purl.obolibrary.org/obo/ZFS_0000012>	"ZFIN:ZDB-STAGE-010723-27"
<http://purl.obolibrary.org/obo/ZFA_0000545>	"TAO:0000545"
<http://purl.obolibrary.org/obo/ZFA_0005225>	"TAO:0002060"
<http://purl.obolibrary.org/obo/ZFA_0005052>	"TAO:0005052"
<http://purl.obolibrary.org/obo/ZFA_0000806>	"TAO:0000806"
<http://purl.obolibrary.org/obo/ZFA_0000655>	"TAO:0000655"
<http://purl.obolibrary.org/obo/ZFA_0009020>	"CL:0000048"
<http://purl.obolibrary.org/obo/ZFA_0009020>	"TAO:0009020"
<http://purl.obolibrary.org/obo/ZFA_0009034>	"CL:0000066"
<http://purl.obolibrary.org/obo/ZFA_0009034>	"TAO:0009034"
<http://purl.obolibrary.org/obo/ZFA_0005335>	"TAO:0005335"
<http://purl.obolibrary.org/obo/ZFA_0001485>	"TAO:0001485"
<http://purl.obolibrary.org/obo/ZFA_0001485>	"CARO:0000065"
<http://purl.obolibrary.org/obo/ZFA_0009187>	"TAO:0009187"
<http://purl.obolibrary.org/obo/ZFA_0009187>	"CL:0000383"
<http://purl.obolibrary.org/obo/ZFA_0001228>	"TAO:0001228"
<http://purl.obolibrary.org/obo/ZFA_0009112>	"TAO:0009112"
<http://purl.obolibrary.org/obo/ZFA_0009112>	"CL:0000669"
<http://purl.obolibrary.org/obo/ZFA_0001035>	"TAO:0001035"
<http://purl.obolibrary.org/obo/ZFA_0000497>	"TAO:0000497"
<http://purl.obolibrary.org/obo/ZFA_0001282>	"TAO:0001282"
<http://purl.obolibrary.org/obo/ZFA_0000323>	"TAO:0000323"
<http://purl.obolibrary.org/obo/ZFA_0005010>	"TAO:0005010"
<http://purl.obolibrary.org/obo/ZFA_0009297>	"CL:0000691"
<http://purl.obolibrary.org/obo/ZFA_0009297>	"TAO:0009297"
<http://purl.obolibrary.org/obo/ZFA_0005649>	"TAO:0001680"
<http://purl.obolibrary.org/obo/ZFA_0005163>	"TAO:0005163"
<http://purl.obolibrary.org/obo/ZFA_0000709>	"TAO:0000709"
<http://purl.obolibrary.org/obo/ZFA_0000558>	"TAO:0000558"
<http://purl.obolibrary.org/obo/ZFA_0001145>	"TAO:0001145"
<http://purl.obolibrary.org/obo/ZFA_0000433>	"TAO:0000433"
<http://purl.obolibrary.org/obo/ZFA_0005177>	"TAO:0005177"
<http://purl.obolibrary.org/obo/ZFS_0000005>	"ZFIN:ZDB-TERM-100331-2435"
<http://purl.obolibrary.org/obo/ZFS_0000005>	"ZFIN:ZDB-STAGE-010723-20"
<http://purl.obolibrary.org/obo/ZFA_0005273>	"TAO:0005273"
<http://purl.obolibrary.org/obo/ZFA_0001201>	"TAO:0001201"
<http://purl.obolibrary.org/obo/ZFA_0000819>	"TAO:0000819"
<http://purl.obolibrary.org/obo/ZFA_0009216>	"CL:0000467"
<http://purl.obolibrary.org/obo/ZFA_0009216>	"TAO:0009216"
<http://purl.obolibrary.org/obo/ZFA_0000506>	"TAO:0000506"
<http://purl.obolibrary.org/obo/ZFA_0005287>	"TAO:0005287"
<http://purl.obolibrary.org/obo/ZFA_0001240>	"TAO:0001240"
<http://purl.obolibrary.org/obo/ZFA_0009270>	"CL:0000588"
<http://purl.obolibrary.org/obo/ZFA_0009270>	"TAO:0009270"
<http://purl.obolibrary.org/obo/ZFA_0001311>	"TAO:0001311"
<http://purl.obolibrary.org/obo/ZFA_0005556>	"TAO:0001779"
<http://purl.obolibrary.org/obo/ZFA_0007010>	"TAO:0007010"
<http://purl.obolibrary.org/obo/ZFA_0000258>	"TAO:0000258"
<http://purl.obolibrary.org/obo/ZFA_0001178>	"TAO:0001178"
<http://purl.obolibrary.org/obo/ZFA_0000616>	"TAO:0000616"
<http://purl.obolibrary.org/obo/ZFA_0001048>	"TAO:0001048"
<http://purl.obolibrary.org/obo/ZFA_0001588>	"TAO:0001588"
<http://purl.obolibrary.org/obo/ZFA_0000779>	"TAO:0000779"
<http://purl.obolibrary.org/obo/ZFA_0000143>	"TAO:0000143"
<http://purl.obolibrary.org/obo/ZFA_0005003>	"TAO:0005003"
<http://purl.obolibrary.org/obo/ZFA_0000412>	"TAO:0000412"
<http://purl.obolibrary.org/obo/ZFA_0009173>	"TAO:0009173"
<http://purl.obolibrary.org/obo/ZFA_0009173>	"CL:0000345"
<http://purl.obolibrary.org/obo/ZFA_0001436>	"TAO:0001436"
<http://purl.obolibrary.org/obo/ZFA_0001006>	"TAO:0001006"
<http://purl.obolibrary.org/obo/ZFA_0005093>	"TAO:0005093"
<http://purl.obolibrary.org/obo/ZFA_0009036>	"TAO:0009036"
<http://purl.obolibrary.org/obo/ZFA_0009036>	"CL:0000071"
<http://purl.obolibrary.org/obo/ZFA_0000664>	"TAO:0000664"
<http://purl.obolibrary.org/obo/ZFA_0009283>	"CL:0000650"
<http://purl.obolibrary.org/obo/ZFA_0009283>	"TAO:0009283"
<http://purl.obolibrary.org/obo/ZFA_0001060>	"TAO:0001060"
<http://purl.obolibrary.org/obo/ZFA_0001699>	"TAO:0002176"
<http://purl.obolibrary.org/obo/ZFA_0007003>	"TAO:0007003"
<http://purl.obolibrary.org/obo/ZFA_0009131>	"CL:0000214"
<http://purl.obolibrary.org/obo/ZFA_0009131>	"TAO:0009131"
<http://purl.obolibrary.org/obo/ZFA_0009375>	"CL:0005010"
<http://purl.obolibrary.org/obo/ZFA_0005432>	"TAO:0001748"
<http://purl.obolibrary.org/obo/ZFA_0000315>	"TAO:0000315"
<http://purl.obolibrary.org/obo/ZFA_0009118>	"TAO:0009118"
<http://purl.obolibrary.org/obo/ZFA_0009118>	"CL:0000192"
<http://purl.obolibrary.org/obo/ZFA_0000364>	"TAO:0000364"
<http://purl.obolibrary.org/obo/ZFA_0005016>	"TAO:0005016"
<http://purl.obolibrary.org/obo/ZFA_0005542>	"TAO:0001751"
<http://purl.obolibrary.org/obo/ZFA_0000425>	"TAO:0000425"
<http://purl.obolibrary.org/obo/ZFA_0001164>	"TAO:0001164"
<http://purl.obolibrary.org/obo/ZFA_0005169>	"TAO:0005169"
<http://purl.obolibrary.org/obo/ZFA_0000599>	"TAO:0000599"
<http://purl.obolibrary.org/obo/ZFA_0009394>	"CL:0005021"
<http://purl.obolibrary.org/obo/ZFA_0001449>	"TAO:0001449"
<http://purl.obolibrary.org/obo/ZFA_0005279>	"TAO:0005279"
<http://purl.obolibrary.org/obo/ZFA_0009333>	"TAO:0009333"
<http://purl.obolibrary.org/obo/ZFA_0009333>	"CL:0000787"
<http://purl.obolibrary.org/obo/ZFA_0001256>	"TAO:0001256"
<http://purl.obolibrary.org/obo/ZFA_0005384>	"TAO:0005384"
<http://purl.obolibrary.org/obo/ZFA_0000267>	"TAO:0000267"
<http://purl.obolibrary.org/obo/ZFA_0001366>	"TAO:0001366"
<http://purl.obolibrary.org/obo/ZFA_0005127>	"TAO:0005127"
<http://purl.obolibrary.org/obo/ZFA_0009201>	"CL:0000435"
<http://purl.obolibrary.org/obo/ZFA_0009201>	"TAO:0009201"
<http://purl.obolibrary.org/obo/ZFA_0001109>	"TAO:0001109"
<http://purl.obolibrary.org/obo/ZFA_0001109>	"CL:0000023"
<http://purl.obolibrary.org/obo/ZFA_0001507>	"TAO:0001507"
<http://purl.obolibrary.org/obo/ZFA_0000982>	"TAO:0000982"
<http://purl.obolibrary.org/obo/ZFA_0005494>	"TAO:0001890"
<http://purl.obolibrary.org/obo/ZFA_0005494>	"VSAO:0000128"
<http://purl.obolibrary.org/obo/ZFA_0001603>	"TAO:0001549"
<http://purl.obolibrary.org/obo/ZFA_0000727>	"TAO:0000727"
<http://purl.obolibrary.org/obo/ZFA_0005777>	"CL:0011103"
<http://purl.obolibrary.org/obo/ZFA_0005009>	"TAO:0005009"
<http://purl.obolibrary.org/obo/ZFA_0000837>	"TAO:0000837"
<http://purl.obolibrary.org/obo/ZFA_0001685>	"TAO:0002189"
<http://purl.obolibrary.org/obo/ZFA_0009224>	"TAO:0009224"
<http://purl.obolibrary.org/obo/ZFA_0009224>	"CL:0000497"
<http://purl.obolibrary.org/obo/ZFA_0001428>	"TAO:0001428"
<http://purl.obolibrary.org/obo/ZFA_0005525>	"TAO:0001727"
<http://purl.obolibrary.org/obo/ZFA_0000915>	"TAO:0000915"
<http://purl.obolibrary.org/obo/ZFA_0001269>	"TAO:0001269"
<http://purl.obolibrary.org/obo/ZFA_0009104>	"TAO:0009104"
<http://purl.obolibrary.org/obo/ZFA_0009104>	"CL:0000171"
<http://purl.obolibrary.org/obo/ZFA_0005099>	"TAO:0005099"
<http://purl.obolibrary.org/obo/ZFA_0000350>	"TAO:0000350"
<http://purl.obolibrary.org/obo/ZFA_0001538>	"TAO:0001538"
<http://purl.obolibrary.org/obo/ZFA_0005620>	"VSAO:0000139"
<http://purl.obolibrary.org/obo/ZFA_0000758>	"TAO:0000758"
<http://purl.obolibrary.org/obo/ZFA_0001066>	"TAO:0001066"
<http://purl.obolibrary.org/obo/ZFA_0000107>	"TAO:0000107"
<http://purl.obolibrary.org/obo/ZFA_0000097>	"TAO:0000097"
<http://purl.obolibrary.org/obo/ZFS_0000032>	"ZFIN:ZDB-TERM-100331-2462"
<http://purl.obolibrary.org/obo/ZFS_0000032>	"ZFIN:ZDB-STAGE-010723-31"
<http://purl.obolibrary.org/obo/ZFA_0007044>	"TAO:0007044"
<http://purl.obolibrary.org/obo/ZFA_0000948>	"TAO:0000948"
<http://purl.obolibrary.org/obo/ZFA_0000868>	"TAO:0000868"
<http://purl.obolibrary.org/obo/ZFA_0005487>	"TAO:0001848"
<http://purl.obolibrary.org/obo/ZFA_0005057>	"TAO:0005057"
<http://purl.obolibrary.org/obo/ZFA_0005597>	"TAO:0002276"
<http://purl.obolibrary.org/obo/ZFA_0000299>	"TAO:0000299"
<http://purl.obolibrary.org/obo/ZFA_0009054>	"TAO:0009054"
<http://purl.obolibrary.org/obo/ZFA_0009054>	"CL:0000102"
<http://purl.obolibrary.org/obo/ZFA_0009325>	"CL:0000764"
<http://purl.obolibrary.org/obo/ZFA_0009325>	"TAO:0009325"
<http://purl.obolibrary.org/obo/ZFA_0000711>	"TAO:0000711"
<http://purl.obolibrary.org/obo/ZFA_0009339>	"CL:0000801"
<http://purl.obolibrary.org/obo/ZFA_0009339>	"TAO:0009339"
<http://purl.obolibrary.org/obo/ZFA_0000050>	"TAO:0000050"
<http://purl.obolibrary.org/obo/ZFA_0000760>	"TAO:0000760"
<http://purl.obolibrary.org/obo/ZFA_0001358>	"TAO:0001358"
<http://purl.obolibrary.org/obo/ZFA_0000821>	"TAO:0000821"
<http://purl.obolibrary.org/obo/ZFA_0007057>	"TAO:0007057"
<http://purl.obolibrary.org/obo/ZFA_0000160>	"TAO:0000160"
<http://purl.obolibrary.org/obo/ZFA_0000208>	"TAO:0000208"
<http://purl.obolibrary.org/obo/ZFA_0000870>	"TAO:0000870"
<http://purl.obolibrary.org/obo/ZFA_0009210>	"TAO:0009210"
<http://purl.obolibrary.org/obo/ZFA_0009210>	"CL:0000452"
<http://purl.obolibrary.org/obo/ZFA_0000453>	"TAO:0000453"
<http://purl.obolibrary.org/obo/ZFA_0001644>	"TAO:0001670"
<http://purl.obolibrary.org/obo/ZFA_0005550>	"TAO:0001766"
<http://purl.obolibrary.org/obo/ZFA_0000252>	"TAO:0000252"
<http://purl.obolibrary.org/obo/ZFA_0005112>	"TAO:0005112"
<http://purl.obolibrary.org/obo/ZFA_0001052>	"TAO:0001052"
<http://purl.obolibrary.org/obo/ZFA_0007030>	"TAO:0007030"
<http://purl.obolibrary.org/obo/ZFA_0009318>	"CL:0000748"
<http://purl.obolibrary.org/obo/ZFA_0009318>	"TAO:0009318"
<http://purl.obolibrary.org/obo/ZFA_0009145>	"CL:0000241"
<http://purl.obolibrary.org/obo/ZFA_0009145>	"TAO:0009145"
<http://purl.obolibrary.org/obo/ZFA_0000773>	"TAO:0000773"
<http://purl.obolibrary.org/obo/ZFA_0000356>	"TAO:0000356"
<http://purl.obolibrary.org/obo/ZFA_0009159>	"CL:0000319"
<http://purl.obolibrary.org/obo/ZFA_0009159>	"TAO:0009159"
<http://purl.obolibrary.org/obo/ZFA_0005216>	"TAO:0005216"
<http://purl.obolibrary.org/obo/ZFA_0000580>	"TAO:0000580"
<http://purl.obolibrary.org/obo/ZFA_0005732>	"CL:0005025"
<http://purl.obolibrary.org/obo/ZFA_0001010>	"TAO:0001010"
<http://purl.obolibrary.org/obo/ZFA_0001430>	"TAO:0001430"
<http://purl.obolibrary.org/obo/ZFA_0000641>	"TAO:0000641"
<http://purl.obolibrary.org/obo/ZFS_0000038>	"ZFIN:ZDB-TERM-100331-2468"
<http://purl.obolibrary.org/obo/ZFS_0000038>	"ZFIN:ZDB-STAGE-010723-37"
<http://purl.obolibrary.org/obo/ZFA_0005326>	"TAO:0005326"
<http://purl.obolibrary.org/obo/ZFA_0000028>	"TAO:0000028"
<http://purl.obolibrary.org/obo/ZFA_0005260>	"TAO:0005260"
<http://purl.obolibrary.org/obo/ZFA_0000690>	"TAO:0000690"
<http://purl.obolibrary.org/obo/ZFA_0009178>	"CL:0000354"
<http://purl.obolibrary.org/obo/ZFA_0009178>	"TAO:0009178"
<http://purl.obolibrary.org/obo/ZFA_0005479>	"TAO:0001941"
<http://purl.obolibrary.org/obo/ZFA_0001273>	"TAO:0001273"
<http://purl.obolibrary.org/obo/ZFA_0009288>	"CL:0000670"
<http://purl.obolibrary.org/obo/ZFA_0009288>	"TAO:0009288"
<http://purl.obolibrary.org/obo/ZFA_0005418>	"TAO:0002066"
<http://purl.obolibrary.org/obo/ZFA_0001287>	"TAO:0001287"
<http://purl.obolibrary.org/obo/ZFA_0000503>	"TAO:0000503"
<http://purl.obolibrary.org/obo/ZFA_0001707>	"TAO:0002156"
<http://purl.obolibrary.org/obo/ZFA_0000766>	"TAO:0000766"
<http://purl.obolibrary.org/obo/ZFA_0000593>	"TAO:0000593"
<http://purl.obolibrary.org/obo/ZFA_0000176>	"TAO:0002204"
<http://purl.obolibrary.org/obo/ZFA_0005036>	"TAO:0005036"
<http://purl.obolibrary.org/obo/ZFA_0000607>	"TAO:0000607"
<http://purl.obolibrary.org/obo/ZFA_0000876>	"TAO:0000876"
<http://purl.obolibrary.org/obo/ZFA_0001712>	"TAO:0002230"
<http://purl.obolibrary.org/obo/ZFA_0000459>	"TAO:0000459"
<http://purl.obolibrary.org/obo/ZFA_0009060>	"TAO:0009060"
<http://purl.obolibrary.org/obo/ZFA_0009060>	"CL:0000108"
<http://purl.obolibrary.org/obo/ZFA_0001469>	"TAO:0001469"
<http://purl.obolibrary.org/obo/ZFA_0005080>	"TAO:0005080"
<http://purl.obolibrary.org/obo/ZFA_0000932>	"TAO:0000932"
